Well_ID,Production_Date,Production_Time_h,Casing_Pressure_MPa,Oil_Pressure_MPa,Daily_Gas_Production_104m3,Daily_Water_Production_t,Cumulative_Gas_Production_104m3,Cumulative_Water_Production_t,Unnamed:9
X2,2020/11/15,24.0,4.22,2.18,1.2,2.0,8949.14,30591.0,
X2,2020/11/16,24.0,4.21,2.33,1.09,2.0,8950.23,30593.0,
X2,2020/11/17,15.0,4.24,2.27,1.08,2.0,8951.31,30595.0,
X2,2020/11/18,24.0,4.21,2.41,1.13,2.0,8952.44,30597.0,
X2,2020/11/19,24.0,4.19,2.33,1.13,2.0,8953.57,30599.0,
X2,2020/11/20,24.0,4.18,2.35,1.17,2.0,8954.73,30601.0,
X2,2020/11/21,24.0,4.17,2.54,1.21,2.0,8955.95,30603.0,
X2,2020/11/22,24.0,4.13,2.25,1.19,2.0,8957.13,30605.0,
X2,2020/11/23,24.0,4.12,2.29,1.07,2.0,8958.2,30607.0,
X2,2020/11/24,24.0,4.11,2.27,1.0,2.0,8959.2,30609.0,
X2,2020/11/25,24.0,4.1,2.25,1.01,2.0,8960.21,30611.0,
X2,2020/11/26,24.0,4.1,2.21,1.02,2.0,8961.23,30613.0,
X2,2020/11/27,24.0,4.07,2.21,1.14,2.0,8962.37,30615.0,
X2,2020/11/28,24.0,4.06,2.21,1.15,2.0,8963.51,30617.0,
X2,2020/11/29,24.0,4.05,2.19,1.06,2.0,8964.57,30619.0,
X2,2020/11/30,19.0,4.12,1.42,1.25,2.0,8965.82,30621.0,
X2,2020/12/1,24.0,3.98,1.62,1.36,2.0,8967.18,30623.0,
X2,2020/12/2,24.0,4.15,1.62,1.31,2.0,8968.5,30625.0,
X2,2020/12/3,24.0,4.4,2.1,1.35,2.0,8969.85,30627.0,
X2,2020/12/4,24.0,4.48,1.62,1.2,2.0,8971.05,30629.0,
X2,2020/12/5,24.0,4.62,1.69,1.25,2.0,8972.3,30631.0,
X2,2020/12/6,24.0,4.73,1.94,1.21,2.0,8973.51,30633.0,
X2,2020/12/7,24.0,4.77,2.64,1.13,2.0,8974.64,30635.0,
X2,2020/12/8,24.0,4.64,2.96,1.06,2.0,8975.7,30637.0,
X2,2020/12/9,24.0,4.49,3.0,1.14,2.0,8976.84,30639.0,
X2,2020/12/10,24.0,4.49,3.19,1.21,2.0,8978.05,30641.0,
X2,2020/12/11,24.0,4.49,3.19,1.05,2.0,8979.1,30643.0,
X2,2020/12/12,24.0,4.49,3.19,1.12,2.0,8980.22,30645.0,
X2,2020/12/13,24.0,4.49,3.19,1.56,2.0,8981.78,30647.0,
X2,2020/12/14,24.0,4.49,3.19,1.52,2.0,8983.3,30649.0,
X2,2020/12/15,24.0,4.49,3.19,1.0,1.0,8984.3,30650.0,
X2,2020/12/16,24.0,4.26,2.87,1.11,2.0,8985.41,30652.0,
X2,2020/12/17,24.0,4.23,2.88,1.21,2.0,8986.63,30654.0,
X2,2020/12/18,24.0,4.25,2.88,1.2,2.0,8987.83,30656.0,
X2,2020/12/19,24.0,4.3,2.97,1.27,2.0,8989.1,30658.0,
X2,2020/12/20,24.0,4.27,2.95,1.01,2.0,8990.11,30660.0,
X2,2020/12/21,24.0,4.24,2.95,1.51,2.0,8991.62,30662.0,
X2,2020/12/22,24.0,4.19,3.02,1.15,2.0,8992.77,30664.0,
X2,2020/12/23,24.0,4.14,3.06,0.99,1.0,8993.76,30665.0,
X2,2020/12/24,24.0,4.15,2.79,1.32,2.0,8995.08,30667.0,
X2,2020/12/25,24.0,4.16,2.97,1.13,2.0,8996.21,30669.0,
X2,2020/12/26,24.0,4.19,2.91,1.22,2.0,8997.43,30671.0,
X2,2020/12/27,24.0,4.2,3.29,1.17,2.0,8998.59,30673.0,
X2,2020/12/28,24.0,4.25,3.16,0.81,1.0,8999.4,30674.0,
X2,2020/12/29,24.0,4.31,2.84,1.04,2.0,9000.44,30676.0,
X2,2020/12/30,24.0,4.32,2.82,1.17,2.0,9001.61,30678.0,
X2,2020/12/31,24.0,4.35,2.96,0.75,2.0,9002.36,30680.0,
X2,2021/1/1,24.0,4.36,2.85,0.93,2.0,9003.3,30682.0,
X2,2021/1/2,24.0,4.34,2.87,0.9,1.0,9004.19,30683.0,
X2,2021/1/3,24.0,4.25,2.79,0.84,1.0,9005.04,30684.0,
X2,2021/1/4,24.0,4.26,3.33,0.82,1.0,9005.86,30685.0,
X2,2021/1/5,24.0,4.29,2.92,0.78,1.0,9006.64,30686.0,
X2,2021/1/6,24.0,4.21,2.77,0.69,1.0,9007.33,30687.0,
X2,2021/1/7,24.0,4.25,2.87,0.48,1.0,9007.82,30688.0,
X2,2021/1/8,24.0,4.28,2.94,0.71,1.0,9008.53,30689.0,
X2,2021/1/9,24.0,4.31,2.94,0.75,1.0,9009.28,30690.0,
X2,2021/1/10,24.0,4.18,2.93,0.6,1.0,9009.88,30691.0,
X2,2021/1/11,24.0,4.06,3.01,0.83,1.0,9010.71,30692.0,
X2,2021/1/12,24.0,4.05,3.33,0.67,1.0,9011.38,30693.0,
X2,2021/1/13,24.0,4.05,3.02,0.82,1.0,9012.2,30694.0,
X2,2021/1/14,24.0,4.11,2.98,0.73,1.0,9012.94,30695.0,
X2,2021/1/15,24.0,4.09,2.91,0.65,1.0,9013.59,30696.0,
X2,2021/1/16,24.0,4.11,2.79,0.6,1.0,9014.19,30697.0,
X2,2021/1/17,24.0,4.14,2.66,0.81,1.0,9015.0,30698.0,
X2,2021/1/18,24.0,4.14,2.78,0.71,1.0,9015.71,30699.0,
X2,2021/1/19,24.0,4.21,2.99,0.64,1.0,9016.34,30700.0,
X2,2021/1/20,24.0,4.29,2.88,0.65,2.0,9017.0,30702.0,
X2,2021/1/21,24.0,4.3,2.92,0.68,2.0,9017.68,30704.0,
X2,2021/1/22,24.0,4.37,2.97,0.68,1.0,9018.36,30705.0,
X2,2021/1/23,24.0,4.24,2.7,0.98,1.0,9019.34,30706.0,
X2,2021/1/24,24.0,4.14,2.91,0.99,1.0,9020.33,30707.0,
X2,2021/1/25,24.0,4.1,2.84,1.0,1.0,9021.33,30708.0,
X2,2021/1/26,24.0,4.02,2.74,1.0,1.0,9022.33,30709.0,
X2,2021/1/27,24.0,3.95,2.73,0.91,1.0,9023.24,30710.0,
X2,2021/1/28,24.0,3.9,2.63,1.01,2.0,9024.25,30712.0,
X2,2021/1/29,24.0,3.71,1.81,1.15,1.0,9025.4,30713.0,
X2,2021/1/30,24.0,3.78,2.61,1.0,1.0,9026.4,30714.0,
X2,2021/1/31,24.0,3.74,2.47,1.05,1.0,9027.45,30715.0,
X2,2021/2/1,24.0,3.69,2.54,1.0,1.0,9028.45,30716.0,
X2,2021/2/2,24.0,3.68,2.59,1.01,1.0,9029.46,30717.0,
X2,2021/2/3,24.0,3.65,2.47,1.0,1.0,9030.46,30718.0,
X2,2021/2/4,24.0,3.63,2.46,1.0,1.0,9031.46,30719.0,
X2,2021/2/5,24.0,3.62,2.55,0.99,1.0,9032.45,30720.0,
X2,2021/2/6,24.0,3.6,2.39,1.0,1.0,9033.45,30721.0,
X2,2021/2/7,24.0,3.57,2.41,1.09,1.0,9034.54,30722.0,
X2,2021/2/8,24.0,3.55,2.45,0.99,1.0,9035.53,30723.0,
X2,2021/2/9,24.0,3.53,2.42,0.99,1.0,9036.52,30724.0,
X2,2021/2/10,24.0,3.53,2.3,1.0,1.0,9037.51,30725.0,
X2,2021/2/11,24.0,3.48,2.37,1.05,1.0,9038.57,30726.0,
X2,2021/2/12,24.0,3.47,2.43,1.03,1.0,9039.6,30727.0,
X2,2021/2/13,24.0,3.46,2.33,1.01,1.0,9040.61,30728.0,
X2,2021/2/14,24.0,3.45,2.26,1.0,1.0,9041.61,30729.0,
X2,2021/2/15,24.0,3.42,2.37,0.99,1.0,9042.59,30730.0,
X2,2021/2/16,24.0,3.42,2.3,0.98,1.0,9043.58,30731.0,
X2,2021/2/17,24.0,3.42,2.27,0.99,1.0,9044.57,30732.0,
X2,2021/2/18,24.0,3.41,2.35,1.0,1.0,9045.57,30733.0,
X2,2021/2/19,24.0,3.4,2.34,0.98,1.0,9046.55,30734.0,
X2,2021/2/20,24.0,3.4,2.35,0.95,1.0,9047.49,30735.0,
X2,2021/2/21,24.0,3.39,2.27,0.99,1.0,9048.49,30736.0,
X2,2021/2/22,24.0,3.39,2.45,0.8,1.0,9049.29,30737.0,
X2,2021/2/23,24.0,3.43,2.4,0.81,1.0,9050.1,30738.0,
X2,2021/2/24,24.0,3.43,2.39,0.9,1.0,9051.0,30739.0,
X2,2021/2/25,24.0,3.45,2.38,0.82,1.0,9051.82,30740.0,
X2,2021/2/26,24.0,3.46,2.42,0.75,1.0,9052.57,30741.0,
X2,2021/2/27,24.0,3.46,2.35,0.89,1.0,9053.46,30742.0,
X2,2021/2/28,24.0,3.47,2.4,1.0,1.0,9054.46,30743.0,
X2,2021/3/1,24.0,3.49,2.48,0.45,1.0,9054.91,30744.0,
X2,2021/3/2,24.0,3.48,2.47,0.99,1.0,9055.9,30745.0,
X2,2021/3/3,24.0,3.49,2.44,0.98,1.0,9056.88,30746.0,
X2,2021/3/4,24.0,3.51,2.45,0.65,1.0,9057.53,30747.0,
X2,2021/3/5,24.0,3.51,2.42,0.85,1.0,9058.38,30748.0,
X2,2021/3/6,24.0,3.51,2.41,0.92,1.0,9059.3,30749.0,
X2,2021/3/7,24.0,3.5,2.41,0.9,1.0,9060.2,30750.0,
X2,2021/3/8,24.0,3.51,2.52,0.89,1.0,9061.1,30751.0,
X2,2021/3/9,24.0,3.5,2.47,0.74,1.0,9061.84,30752.0,
X2,2021/3/10,24.0,3.5,2.34,0.71,1.0,9062.55,30753.0,
X2,2021/3/11,24.0,3.51,2.5,0.98,1.0,9063.53,30754.0,
X2,2021/3/12,24.0,3.51,2.38,0.98,1.0,9064.51,30755.0,
X2,2021/3/13,24.0,3.49,2.43,0.95,1.0,9065.46,30756.0,
X2,2021/3/14,24.0,3.5,2.49,1.01,1.0,9066.48,30757.0,
X2,2021/3/15,24.0,3.5,2.4,0.82,1.0,9067.3,30758.0,
X2,2021/3/16,24.0,3.49,2.48,0.92,1.0,9068.22,30759.0,
X2,2021/3/17,24.0,3.5,2.44,0.92,1.0,9069.13,30760.0,
X2,2021/3/18,24.0,3.51,2.52,0.93,1.0,9070.06,30761.0,
X2,2021/3/19,24.0,3.53,2.45,0.88,1.0,9070.94,30762.0,
X2,2021/3/20,24.0,3.5,2.45,0.88,1.0,9071.82,30763.0,
X2,2021/3/21,24.0,3.53,2.36,0.8,1.0,9072.62,30764.0,
X2,2021/3/22,24.0,3.52,2.46,0.81,1.0,9073.44,30765.0,
X2,2021/3/23,24.0,3.49,2.39,0.83,1.0,9074.26,30766.0,
X2,2021/3/24,24.0,3.5,2.48,0.86,1.0,9075.12,30767.0,
X2,2021/3/25,24.0,3.51,2.55,0.85,1.0,9075.98,30768.0,
X2,2021/3/26,24.0,3.51,2.46,0.83,1.0,9076.81,30769.0,
X2,2021/3/27,24.0,3.52,2.37,1.33,2.0,9078.14,30771.0,
X2,2021/3/28,24.0,3.54,2.51,1.01,2.0,9079.15,30773.0,
X2,2021/3/29,24.0,3.56,2.35,1.0,1.0,9080.15,30774.0,
X2,2021/3/30,24.0,3.55,2.51,0.92,1.0,9081.07,30775.0,
X2,2021/3/31,24.0,3.54,2.46,0.93,1.0,9081.99,30776.0,
X2,2021/4/1,24.0,3.51,2.42,0.93,1.0,9082.92,30777.0,
X2,2021/4/2,24.0,3.52,2.41,0.84,1.0,9083.76,30778.0,
X2,2021/4/3,24.0,3.5,2.42,0.84,1.0,9084.61,30779.0,
X2,2021/4/4,24.0,3.48,2.35,0.9,1.0,9085.5,30780.0,
X2,2021/4/5,24.0,3.48,2.37,0.8,1.0,9086.3,30781.0,
X2,2021/4/6,24.0,3.47,2.49,0.81,1.0,9087.11,30782.0,
X2,2021/4/7,24.0,3.46,2.28,0.87,1.0,9087.98,30783.0,
X2,2021/4/8,24.0,3.48,2.45,0.91,1.0,9088.89,30784.0,
X2,2021/4/9,24.0,3.47,2.48,0.84,1.0,9089.74,30785.0,
X2,2021/4/10,24.0,3.48,2.39,0.89,1.0,9090.62,30786.0,
X2,2021/4/11,24.0,3.5,2.48,0.86,1.0,9091.48,30787.0,
X2,2021/4/12,24.0,3.47,2.42,0.92,1.0,9092.41,30788.0,
X2,2021/4/13,24.0,3.48,2.4,0.95,1.0,9093.35,30789.0,
X2,2021/4/14,24.0,3.48,2.46,0.94,1.0,9094.29,30790.0,
X2,2021/4/15,24.0,3.49,2.34,0.99,1.0,9095.28,30791.0,
X2,2021/4/16,24.0,3.52,2.44,0.93,1.0,9096.21,30792.0,
X2,2021/4/17,24.0,3.49,2.45,0.98,1.0,9097.19,30793.0,
X2,2021/4/18,24.0,3.46,2.45,0.9,1.0,9098.09,30794.0,
X2,2021/4/19,24.0,3.48,2.39,0.98,1.0,9099.07,30795.0,
X2,2021/4/20,24.0,3.48,2.43,1.01,1.0,9100.08,30796.0,
X2,2021/4/21,24.0,3.47,2.4,0.69,1.0,9100.77,30797.0,
X2,2021/4/22,24.0,3.47,2.42,1.0,1.0,9101.77,30798.0,
X2,2021/4/23,24.0,3.52,2.52,1.1,1.0,9102.87,30799.0,
X2,2021/4/24,24.0,3.52,2.34,1.08,2.0,9103.95,30801.0,
X2,2021/4/25,24.0,3.53,2.42,1.18,2.0,9105.12,30803.0,
X2,2021/4/26,24.0,3.5,2.4,1.36,2.0,9106.48,30805.0,
X2,2021/4/27,24.0,3.52,2.41,1.17,2.0,9107.65,30807.0,
X2,2021/4/28,24.0,3.53,2.46,1.02,2.0,9108.67,30809.0,
X2,2021/4/29,24.0,3.7,2.77,1.21,2.0,9109.88,30811.0,
X2,2021/4/30,24.0,3.57,2.48,0.93,1.0,9110.81,30812.0,
X2,2021/5/1,24.0,3.58,2.48,0.98,1.0,9111.79,30813.0,
X2,2021/5/2,24.0,3.53,2.45,0.94,1.0,9112.73,30814.0,
X2,2021/5/3,24.0,0.0,0.0,0.86,1.0,9113.59,30815.0,
X2,2021/5/4,24.0,3.52,2.49,0.81,1.0,9114.4,30816.0,
X2,2021/5/5,24.0,3.53,2.47,0.93,2.0,9115.33,30818.0,
X2,2021/5/6,24.0,3.53,2.51,0.79,1.0,9116.13,30819.0,
X2,2021/5/7,24.0,3.53,2.47,1.19,1.0,9117.31,30820.0,
X2,2021/5/8,24.0,3.48,2.18,0.81,1.0,9118.12,30821.0,
X2,2021/5/9,24.0,3.41,2.22,1.26,2.0,9119.38,30823.0,
X2,2021/5/10,24.0,3.4,2.25,0.87,2.0,9120.25,30825.0,
X2,2021/5/11,24.0,3.36,2.43,0.4,1.0,9120.66,30826.0,
X2,2021/5/12,24.0,3.41,2.39,0.21,0.0,9120.87,30826.0,
X2,2021/5/13,24.0,3.4,2.6,0.21,0.0,9121.08,30826.0,
X2,2021/5/14,24.0,3.51,2.8,0.2,0.0,9121.28,30826.0,
X2,2021/5/15,24.0,3.5,2.37,0.27,1.0,9121.55,30827.0,
X2,2021/5/16,24.0,3.49,2.29,0.25,0.0,9121.8,30827.0,
X2,2021/5/17,24.0,3.45,2.22,0.26,0.0,9122.06,30827.0,
X2,2021/5/18,24.0,3.44,2.13,0.26,0.0,9122.32,30827.0,
X2,2021/5/19,24.0,3.41,2.13,0.74,1.0,9123.06,30828.0,
X2,2021/5/20,24.0,3.35,2.03,0.76,1.0,9123.82,30829.0,
X2,2021/5/21,24.0,3.3,2.08,0.87,1.0,9124.69,30830.0,
X2,2021/5/22,24.0,3.27,2.07,1.0,1.0,9125.69,30831.0,
X2,2021/5/23,24.0,3.25,2.13,0.99,1.0,9126.68,30832.0,
X2,2021/5/24,24.0,3.26,2.1,1.0,1.0,9127.68,30833.0,
X2,2021/5/25,24.0,3.27,2.13,1.02,2.0,9128.7,30835.0,
X2,2021/5/26,24.0,3.3,2.06,0.97,1.0,9129.67,30836.0,
X2,2021/5/27,24.0,3.29,2.14,0.99,2.0,9130.66,30838.0,
X2,2021/5/28,24.0,3.26,2.15,0.99,1.0,9131.65,30839.0,
X2,2021/5/29,24.0,3.26,2.18,1.0,1.0,9132.65,30840.0,
X2,2021/5/30,24.0,3.28,2.25,1.03,2.0,9133.68,30842.0,
X2,2021/5/31,24.0,3.3,2.26,1.02,1.0,9134.69,30843.0,
X2,2021/6/1,24.0,3.3,2.23,1.03,2.0,9135.72,30845.0,
X2,2021/6/2,24.0,3.3,2.27,1.0,1.0,9136.72,30846.0,
X2,2021/6/3,24.0,3.29,2.25,1.0,1.0,9137.72,30847.0,
X2,2021/6/4,24.0,3.28,2.2,0.98,1.0,9138.7,30848.0,
X2,2021/6/5,24.0,3.28,2.22,0.99,1.0,9139.69,30849.0,
X2,2021/6/6,24.0,3.3,2.28,0.99,1.0,9140.68,30850.0,
X2,2021/6/7,24.0,3.3,2.34,1.0,1.0,9141.67,30851.0,
X2,2021/6/8,24.0,3.28,2.21,0.98,1.0,9142.66,30852.0,
X2,2021/6/9,24.0,3.24,2.21,0.99,1.0,9143.65,30853.0,
X2,2021/6/10,24.0,3.24,2.17,0.9,1.0,9144.54,30854.0,
X2,2021/6/11,24.0,3.25,2.22,0.9,1.0,9145.44,30855.0,
X2,2021/6/12,24.0,3.25,2.21,0.92,1.0,9146.36,30856.0,
X2,2021/6/13,24.0,3.24,2.23,0.92,1.0,9147.28,30857.0,
X2,2021/6/14,24.0,3.24,2.28,0.93,1.0,9148.21,30858.0,
X2,2021/6/15,24.0,3.23,2.21,0.94,1.0,9149.16,30859.0,
X2,2021/6/16,24.0,3.25,2.25,0.94,1.0,9150.09,30860.0,
X2,2021/6/17,24.0,3.24,2.23,1.1,1.0,9151.19,30861.0,
X2,2021/6/18,24.0,3.22,2.21,1.05,1.0,9152.24,30862.0,
X2,2021/6/19,24.0,3.23,2.25,0.99,1.0,9153.23,30863.0,
X2,2021/6/20,24.0,3.22,2.35,1.0,1.0,9154.23,30864.0,
X2,2021/6/21,24.0,3.27,2.17,1.0,1.0,9155.23,30865.0,
X2,2021/6/22,24.0,3.25,2.19,1.0,1.0,9156.23,30866.0,
X2,2021/6/23,24.0,3.31,2.9,1.0,1.0,9157.23,30867.0,
X2,2021/6/24,24.0,3.23,2.2,0.92,1.0,9158.16,30868.0,
X2,2021/6/25,24.0,3.22,2.2,0.95,1.0,9159.1,30869.0,
X2,2021/6/26,24.0,3.23,2.23,0.81,1.0,9159.92,30870.0,
X2,2021/6/27,24.0,3.23,2.19,1.12,1.0,9161.04,30871.0,
X2,2021/6/28,24.0,3.22,2.2,1.1,2.0,9162.14,30873.0,
X2,2021/6/29,24.0,3.21,2.2,0.74,1.0,9162.88,30874.0,
X2,2021/6/30,24.0,3.2,2.21,0.99,1.0,9163.88,30875.0,
X2,2021/7/1,24.0,3.21,2.24,0.82,1.0,9164.7,30876.0,
X2,2021/7/2,24.0,3.22,2.21,0.76,1.0,9165.46,30877.0,
X2,2021/7/3,24.0,3.23,2.16,0.91,1.0,9166.37,30878.0,
X2,2021/7/4,24.0,3.2,2.2,0.86,1.0,9167.23,30879.0,
X2,2021/7/5,24.0,3.19,2.16,0.71,1.0,9167.94,30880.0,
X2,2021/7/6,17.0,3.25,2.24,0.41,1.0,9168.35,30881.0,
X2,2021/7/7,24.0,3.2,2.17,0.76,1.0,9169.11,30882.0,
X2,2021/7/8,24.0,3.19,2.23,0.75,1.0,9169.85,30883.0,
X2,2021/7/9,24.0,3.2,2.19,0.8,1.0,9170.66,30884.0,
X2,2021/7/10,24.0,3.19,2.23,0.77,1.0,9171.42,30885.0,
X2,2021/7/11,24.0,3.2,2.15,0.78,1.0,9172.21,30886.0,
X2,2021/7/12,24.0,3.19,2.16,0.76,1.0,9172.96,30887.0,
X2,2021/7/13,24.0,3.17,2.24,0.75,1.0,9173.71,30888.0,
X2,2021/7/14,24.0,3.16,2.22,0.73,1.0,9174.44,30889.0,
X2,2021/7/15,24.0,3.15,2.23,0.71,1.0,9175.15,30890.0,
X2,2021/7/16,24.0,3.16,2.21,0.72,1.0,9175.86,30891.0,
X2,2021/7/17,24.0,3.18,2.19,0.72,1.0,9176.59,30892.0,
X2,2021/7/18,24.0,3.17,2.24,0.92,1.0,9177.51,30893.0,
X2,2021/7/19,24.0,3.17,2.14,0.95,1.0,9178.47,30894.0,
X2,2021/7/20,24.0,3.18,2.22,0.85,1.0,9179.32,30895.0,
X2,2021/7/21,24.0,3.16,2.24,0.87,1.0,9180.19,30896.0,
X2,2021/7/22,24.0,3.17,2.2,0.84,1.0,9181.03,30897.0,
X2,2021/7/23,24.0,3.17,2.1,0.82,1.0,9181.85,30898.0,
X2,2021/7/24,24.0,3.15,2.12,0.86,1.0,9182.71,30899.0,
X2,2021/7/25,24.0,3.15,2.17,0.9,1.0,9183.61,30900.0,
X2,2021/7/26,24.0,3.15,2.28,0.87,1.0,9184.48,30901.0,
X2,2021/7/27,24.0,3.15,2.19,0.9,1.0,9185.38,30902.0,
X2,2021/7/28,24.0,3.16,2.21,0.93,1.0,9186.31,30903.0,
X2,2021/7/29,24.0,3.13,2.14,0.91,1.0,9187.22,30904.0,
X2,2021/7/30,24.0,3.12,2.23,0.93,1.0,9188.15,30905.0,
X2,2021/7/31,24.0,3.12,2.21,0.94,1.0,9189.08,30906.0,
X2,2021/8/1,24.0,3.14,2.11,0.82,1.0,9189.9,30907.0,
X2,2021/8/2,24.0,3.13,2.1,0.84,1.0,9190.74,30908.0,
X2,2021/8/3,24.0,3.12,2.15,0.81,1.0,9191.55,30909.0,
X2,2021/8/4,24.0,3.14,2.29,0.68,1.0,9192.23,30910.0,
X2,2021/8/5,24.0,3.15,2.48,0.72,1.0,9192.94,30911.0,
X2,2021/8/6,24.0,3.23,2.45,0.7,1.0,9193.64,30912.0,
X2,2021/8/7,24.0,3.21,2.09,0.82,1.0,9194.47,30913.0,
X2,2021/8/8,24.0,3.2,2.22,0.7,1.0,9195.17,30914.0,
X2,2021/8/9,24.0,3.19,2.15,0.67,1.0,9195.83,30915.0,
X2,2021/8/10,24.0,3.18,2.26,0.68,1.0,9196.51,30916.0,
X2,2021/8/11,24.0,3.12,1.71,0.57,1.0,9197.09,30917.0,
X2,2021/8/12,24.0,3.24,2.33,0.56,1.0,9197.65,30918.0,
X2,2021/8/13,24.0,3.24,2.21,0.58,1.0,9198.23,30919.0,
X2,2021/8/14,24.0,3.27,2.1,0.6,1.0,9198.83,30920.0,
X2,2021/8/15,24.0,3.27,2.23,0.59,1.0,9199.42,30921.0,
X2,2021/8/16,24.0,3.26,2.22,0.6,1.0,9200.01,30922.0,
X2,2021/8/17,24.0,3.25,2.29,0.6,1.0,9200.61,30923.0,
X2,2021/8/18,24.0,3.24,2.25,0.65,2.0,9201.26,30925.0,
X2,2021/8/19,24.0,3.26,2.28,0.63,2.0,9201.89,30927.0,
X2,2021/8/20,24.0,3.24,2.28,0.77,2.0,9202.67,30929.0,
X2,2021/8/21,24.0,3.25,2.3,0.58,2.0,9203.25,30931.0,
X2,2021/8/22,24.0,3.24,2.24,0.65,1.0,9203.9,30932.0,
X2,2021/8/23,24.0,3.25,2.29,0.82,1.0,9204.72,30933.0,
X2,2021/8/24,4.0,3.27,2.37,0.11,0.0,9204.83,30933.0,
X2,2021/9/3,24.0,4.73,4.71,0.5,0.0,9205.33,30933.0,
X2,2021/9/4,12.0,4.73,4.71,0.8,0.0,9206.13,30933.0,
X2,2021/9/5,12.0,4.73,4.71,0.84,0.0,9206.97,30933.0,
X2,2021/9/6,24.0,4.73,4.71,1.53,3.0,9208.5,30936.0,
X2,2021/9/7,24.0,4.33,4.3,1.46,3.0,9209.96,30939.0,
X2,2021/9/8,24.0,4.18,3.32,1.3,2.0,9211.26,30941.0,
X2,2021/9/9,24.0,4.05,2.86,1.1,2.0,9212.36,30943.0,
X2,2021/9/10,24.0,4.04,2.72,0.99,1.0,9213.36,30944.0,
X2,2021/9/11,24.0,4.07,2.65,0.95,1.0,9214.31,30945.0,
X2,2021/9/12,24.0,4.08,2.6,0.96,2.0,9215.26,30947.0,
X2,2021/9/13,24.0,4.09,2.69,0.89,2.0,9216.16,30949.0,
X2,2021/9/14,24.0,4.13,2.83,1.34,3.0,9217.5,30952.0,
X2,2021/9/15,24.0,4.18,3.36,0.84,3.0,9218.34,30955.0,
X2,2021/9/16,24.0,4.45,4.44,0.93,1.0,9219.27,30956.0,
X2,2021/9/17,11.0,4.49,4.49,0.56,1.0,9219.83,30957.0,
X2,2021/9/24,1.0,4.14,3.95,0.38,1.0,9220.22,30958.0,
X2,2021/9/25,24.0,4.15,2.74,2.29,3.0,9222.51,30961.0,
X2,2021/9/26,24.0,4.13,3.67,1.9,2.0,9224.4,30963.0,
X2,2021/9/27,24.0,4.22,2.95,1.47,2.0,9225.87,30965.0,
X2,2021/9/28,24.0,4.95,5.52,1.28,2.0,9227.15,30967.0,
X2,2021/9/29,24.0,4.3,3.32,1.53,2.0,9228.68,30969.0,
X2,2021/9/30,24.0,4.15,2.82,1.35,2.0,9230.03,30971.0,
X2,2021/10/1,24.0,4.16,2.65,1.31,2.0,9231.34,30973.0,
X2,2021/10/2,24.0,4.16,2.72,1.33,2.0,9232.67,30975.0,
X2,2021/10/3,24.0,4.16,2.76,1.23,2.0,9233.9,30977.0,
X2,2021/10/4,24.0,4.16,2.62,1.15,2.0,9235.05,30979.0,
X2,2021/10/5,24.0,4.15,2.72,1.09,2.0,9236.14,30981.0,
X2,2021/10/6,24.0,4.17,2.73,1.36,2.0,9237.5,30983.0,
X2,2021/10/7,24.0,4.18,2.66,1.18,2.0,9238.68,30985.0,
X2,2021/10/8,24.0,4.18,2.67,1.32,2.0,9240.0,30987.0,
X2,2021/10/9,24.0,4.18,2.65,1.08,2.0,9241.08,30989.0,
X2,2021/10/10,24.0,4.19,2.69,0.98,1.0,9242.06,30990.0,
X2,2021/10/11,24.0,4.16,2.67,0.95,1.0,9243.01,30991.0,
X2,2021/10/12,24.0,4.19,2.7,0.84,1.0,9243.85,30992.0,
X2,2021/10/13,24.0,4.21,2.67,0.81,1.0,9244.65,30993.0,
X2,2021/10/14,24.0,4.2,2.62,0.73,1.0,9245.39,30994.0,
X2,2021/10/15,24.0,4.2,2.69,0.7,1.0,9246.09,30995.0,
X2,2021/10/16,24.0,4.19,2.58,0.71,1.0,9246.8,30996.0,
X2,2021/10/17,24.0,4.18,2.6,0.78,1.0,9247.58,30997.0,
X2,2021/10/18,24.0,4.24,2.76,0.75,2.0,9248.33,30999.0,
X2,2021/10/19,24.0,4.23,2.72,0.74,1.0,9249.07,31000.0,
X2,2021/10/20,24.0,4.23,2.75,0.83,1.0,9249.9,31001.0,
X2,2021/10/21,24.0,4.23,2.77,0.82,1.0,9250.72,31002.0,
X2,2021/10/22,24.0,4.23,2.84,0.77,1.0,9251.49,31003.0,
X2,2021/10/23,24.0,4.29,2.95,0.6,1.0,9252.09,31004.0,
X2,2021/10/24,24.0,4.26,2.91,0.6,1.0,9252.68,31005.0,
X2,2021/10/25,24.0,4.26,2.9,0.64,1.0,9253.32,31006.0,
